Afornecedo,Designação Fatura,Conta,Nome da co,Doc  nome ,N  contrib,Doc  inici,Doc  nome1,Elegível?
"INFRAESTRUTURAS DE PORTUGAL, S.A.",Deslocações e estadas - Iva ded. - portagens,62511113.0,Port Lig Merc MN Tx Normal,V/ Factura S,503933813,PT,Compras OBS,0
"INFRAESTRUTURAS DE PORTUGAL, S.A.",Deslocações e estadas - Iva ded. - portagens,62511113.0,Port Lig Merc MN Tx Normal,V/ Factura S,503933813,PT,Compras OBS,0
"EDENRED PORTUGAL, S.A.",Comissoes La Card - IVA ded.,62271310.0,Cartão Refeição - MN Tx Normal,V/ Factura S,501465804,PT,Compras OBS,0
"INFRAESTRUTURAS DE PORTUGAL, S.A.",Deslocações e estadas - Iva ded. - portagens,62511113.0,Port Lig Merc MN Tx Normal,V/ Factura S,503933813,PT,Compras OBS,0
"INFRAESTRUTURAS DE PORTUGAL, S.A.",Deslocações e estadas - Iva ded. - portagens,62511113.0,Port Lig Merc MN Tx Normal,V/ Factura S,503933813,PT,Compras OBS,0
"INFRAESTRUTURAS DE PORTUGAL, S.A.",Portagens - Iva não ded.,62511216.0,Port.Lig.Pas MN Não Ded Base,V/ Factura S,503933813,PT,Compras OBS,0
"INFRAESTRUTURAS DE PORTUGAL, S.A.",Deslocações e estadas - Iva ded. - portagens,62511113.0,Port Lig Merc MN Tx Normal,V/ Factura S,503933813,PT,Compras OBS,0
"INFRAESTRUTURAS DE PORTUGAL, S.A.",Deslocações e estadas - Iva ded. - portagens,62511113.0,Port Lig Merc MN Tx Normal,V/ Factura S,503933813,PT,Compras OBS,0
"INFRAESTRUTURAS DE PORTUGAL, S.A.",Deslocações e estadas - Iva ded. - portagens,62511113.0,Port Lig Merc MN Tx Normal,V/ Factura S,503933813,PT,Compras OBS,0
"INFRAESTRUTURAS DE PORTUGAL, S.A.",Portagens - Iva não ded.,62511216.0,Port.Lig.Pas MN Não Ded Base,V/ Factura S,503933813,PT,Compras OBS,0
"INFRAESTRUTURAS DE PORTUGAL, S.A.",Deslocações e estadas - Iva ded. - portagens,62511113.0,Port Lig Merc MN Tx Normal,V/ Factura S,503933813,PT,Compras OBS,0
"INFRAESTRUTURAS DE PORTUGAL, S.A.",Deslocações e estadas - Iva ded. - portagens,62511113.0,Port Lig Merc MN Tx Normal,V/ Factura S,503933813,PT,Compras OBS,0
"INFRAESTRUTURAS DE PORTUGAL, S.A.",Deslocações e estadas - Iva ded. - portagens,62511113.0,Port Lig Merc MN Tx Normal,V/ Factura S,503933813,PT,Compras OBS,0
M. J. VENDEIRO S.A.,Gasóleo - Lig. Mercadorias,62421113.0,Gasóleo L Merc MN Base,V/ Factura S,502964014,PT,Compras OBS,0
"INFRAESTRUTURAS DE PORTUGAL, S.A.",Deslocações e estadas - Iva ded. - portagens,62511113.0,Port Lig Merc MN Tx Normal,V/ Factura S,503933813,PT,Compras OBS,0
"INFRAESTRUTURAS DE PORTUGAL, S.A.",Deslocações e estadas - Iva ded. - portagens,62511113.0,Port Lig Merc MN Tx Normal,V/ Factura S,503933813,PT,Compras OBS,0
"LINDE PORTUGAL, LDA",Gás - Iva Dedutivel,624413.0,Gás MN Tx Normal,V/ Factura S,500266344,PT,Compras OBS,0
"LINDE PORTUGAL, LDA",Gás - Iva Dedutivel,624413.0,Gás MN Tx Normal,V/ Factura S,500266344,PT,Compras OBS,0
"INFRAESTRUTURAS DE PORTUGAL, S.A.",Deslocações e estadas - Iva ded. - portagens,62511113.0,Port Lig Merc MN Tx Normal,V/ Factura S,503933813,PT,Compras OBS,0
"BRISA - CONCESSÃO RODOVIÁRIA, S.A.",Deslocações e estadas - Iva ded. - portagens,62511113.0,Port Lig Merc MN Tx Normal,V/ Factura S,502790024,PT,Compras OBS,0
ALVES BANDEIRA & CA S.A.,Gasóleo - Lig. Mercadorias,62421213.0,Gasóleo L Pass MN Base,V/ Factura S,500433402,PT,Compras OBS,0
M. J. VENDEIRO S.A.,Gasóleo - Lig. Mercadorias,62421113.0,Gasóleo L Merc MN Base,V/ Factura S,502964014,PT,Compras OBS,0
M. J. VENDEIRO S.A.,Gasóleo - Lig. Mercadorias,62421113.0,Gasóleo L Merc MN Base,V/ Factura S,502964014,PT,Compras OBS,0
"INFRAESTRUTURAS DE PORTUGAL, S.A.",Deslocações e estadas - Iva ded. - portagens,62511113.0,Port Lig Merc MN Tx Normal,V/ Factura S,503933813,PT,Compras OBS,0
"LINDE PORTUGAL, LDA",Gás - Iva Dedutivel,624413.0,Gás MN Tx Normal,V/ Factura S,500266344,PT,Compras OBS,0
ALVES BANDEIRA & CA S.A.,Gasóleo - Lig. Mercadorias,62421113.0,Gasóleo L Merc MN Base,V/ Factura S,500433402,PT,Compras OBS,0
ALVES BANDEIRA & CA S.A.,Gasóleo - Lig. Mercadorias,62421113.0,Gasóleo L Merc MN Base,V/ Factura S,500433402,PT,Compras OBS,0
"INFRAESTRUTURAS DE PORTUGAL, S.A.",Portagens - Iva não ded.,62511216.0,Port.Lig.Pas MN Não Ded Base,V/ Factura S,503933813,PT,Compras OBS,0
M. J. VENDEIRO S.A.,Gasóleo - Lig. Mercadorias,62421113.0,Gasóleo L Merc MN Base,V/ Factura S,502964014,PT,Compras OBS,0
ALVES BANDEIRA & CA S.A.,Gasóleo - Lig. Mercadorias,62421113.0,Gasóleo L Merc MN Base,V/ Factura S,500433402,PT,Compras OBS,0
ALVES BANDEIRA & CA S.A.,Gasóleo - Lig. Mercadorias,62421113.0,Gasóleo L Merc MN Base,V/ Factura S,500433402,PT,Compras OBS,0
M. J. VENDEIRO S.A.,Gasóleo - Lig. Mercadorias,62421113.0,Gasóleo L Merc MN Base,V/ Factura S,502964014,PT,Compras OBS,0
"INFRAESTRUTURAS DE PORTUGAL, S.A.",Deslocações e estadas - Iva ded. - portagens,62511313.0,Port Pes Merc MN Tx Normal,V/ Factura S,503933813,PT,Compras OBS,0
M. J. VENDEIRO S.A.,Gasóleo - Lig. Mercadorias,62421113.0,Gasóleo L Merc MN Base,V/ Factura S,502964014,PT,Compras OBS,0
ALVES BANDEIRA & CA S.A.,Gasóleo - Lig. Mercadorias,62421113.0,Gasóleo L Merc MN Base,V/ Factura S,500433402,PT,Compras OBS,0
"INFRAESTRUTURAS DE PORTUGAL, S.A.",Deslocações e estadas - Iva ded. - portagens,62511113.0,Port Lig Merc MN Tx Normal,V/ Factura S,503933813,PT,Compras OBS,0
"INFRAESTRUTURAS DE PORTUGAL, S.A.",Deslocações e estadas - Iva ded. - portagens,62511113.0,Port Lig Merc MN Tx Normal,V/ Factura S,503933813,PT,Compras OBS,0
M. J. VENDEIRO S.A.,Gasóleo - Lig. Mercadorias,62421113.0,Gasóleo L Merc MN Base,V/ Factura S,502964014,PT,Compras OBS,0
ALVES BANDEIRA & CA S.A.,Gasóleo - Lig. Mercadorias,62421113.0,Gasóleo L Merc MN Base,V/ Factura S,500433402,PT,Compras OBS,0
"INFRAESTRUTURAS DE PORTUGAL, S.A.",Deslocações e estadas - Iva ded. - portagens,62511113.0,Port Lig Merc MN Tx Normal,V/ Factura S,503933813,PT,Compras OBS,0
"INFRAESTRUTURAS DE PORTUGAL, S.A.",Deslocações e estadas - Iva ded. - portagens,62511113.0,Port Lig Merc MN Tx Normal,V/ Factura S,503933813,PT,Compras OBS,0
"ANTÓNIO BARROSO MALHAS, LDA",INTERLOCK 100% CO ORGANICO 220GR,621513.0,Sub Estamp MN Tx Normal,V/ Factura,501215522,PT,Compras,0
"INFRAESTRUTURAS DE PORTUGAL, S.A.",Deslocações e estadas - Iva ded. - portagens,62511113.0,Port Lig Merc MN Tx Normal,V/ Factura S,503933813,PT,Compras OBS,0
"NORMAC-APOIO À INDUSTRIA TEXTIL, LDA.",Matérias Primas,6231113.0,Ferra e Utens MN Tx Normal,V/ Factura,503484750,PT,Compras,0
"INFRAESTRUTURAS DE PORTUGAL, S.A.",Deslocações e estadas - Iva ded. - portagens,62511113.0,Port Lig Merc MN Tx Normal,V/ Factura S,503933813,PT,Compras OBS,0
"BARCELTINGE - TINTURARIA, LDA.",JERSEY 100%CO 185GRS,621413.0,Sub Ting MN Tx Normal,V/ Factura,514824603,PT,Compras,0
"CORTEXTIL - JOSE PEREIRA GOMES, UNIPESSOAL LDA",TSHIRT HOMEM 100% CO,621113.0,Sub Corte -MN Tx Normal,V/ Factura,510852360,PT,Compras,0
"EMPRESA DE CONFECÇÕES DAS BARREIRAS, LDA",T-SHIRT HOMEM 100%CO,621213.0,Sub Confecção - MN Tx Normal,V/ Factura,503708402,PT,Compras,0
ESTILO EXCLUSIVO UNIPESSOAL LDA,TSHIRT SENHORA 100%CO ORG OCS,621613.0,Sub Embal MN Tx Normal,V/ Factura,516075616,PT,Compras,0
"DHL EXPRESS PORTUGAL, LDA.",Transportes,6253114.0,Transp Mercad Normal MN Tx Isento,V/ Factura S,500731993,PT,Compras OBS,1
ADELINO MIRANDA CONFECÇÕES UNIPESSOAL LDA,AMOSTRAS,621213.0,Sub Confecção - MN Tx Normal,V/ Factura,510724086,PT,Compras,0
"NORMAC-APOIO À INDUSTRIA TEXTIL, LDA.",Matérias Primas,312113.0,MP MN Tx Normal,V/ Factura,503484750,PT,Compras,0
VILCOTEX TEXTEIS UNIPESSOAL LDA,TSHIRT SENHORA 100%CO ORG OCS,621613.0,Sub Embal MN Tx Normal,V/ Factura,514584696,PT,Compras,0
ADELINO MIRANDA CONFECÇÕES UNIPESSOAL LDA,AMOSTRAS,621213.0,Sub Confecção - MN Tx Normal,V/ Factura,510724086,PT,Compras,0
"CONFEÇOES LINHA LONGA, LDA",VESTIDO SENHORA 100%CO ORGANICO,621213.0,Sub Confecção - MN Tx Normal,V/ Factura,513003495,PT,Compras,0
"ALIVANA-TÊXTEIS, LDA",Confecções,621213.0,Sub Confecção - MN Tx Normal,V/ Nota de Crédito,507738390,PT,Compras,0
"ALIVANA-TÊXTEIS, LDA",V/Factura no. NC2024/11 de 11.06.2024,621213.0,Sub Confecção - MN Tx Normal,V/ Nota de Crédito,507738390,PT,Compras,0
"NORMAC-APOIO À INDUSTRIA TEXTIL, LDA.",Ferramentas e utensílios - Iva ded.,6231113.0,Ferra e Utens MN Tx Normal,V/ Nota de Crédito,503484750,PT,Compras,0
PETRO AGRELA COMERCIO DE COMBUSTIVEIS LDA,V/ Factura S no. F1140-23C1/271 de 31.03.2024,62421413.0,Gasóleo  Pessado Mercadorias MN Tx Normal,V/ Nota de Crédito,503566454,PT,Compras OBS,0
PETRO AGRELA COMERCIO DE COMBUSTIVEIS LDA,V/ Factura S no. F1140-23C/310 de 31.05.2024,62421413.0,Gasóleo  Pessado Mercadorias MN Tx Normal,V/ Nota de Crédito,503566454,PT,Compras OBS,0
PETRO AGRELA COMERCIO DE COMBUSTIVEIS LDA,V/ Factura S no. F1140-23C1/271 de 31.03.2024,62421413.0,Gasóleo  Pessado Mercadorias MN Tx Normal,V/ Nota de Crédito,503566454,PT,Compras OBS,0
PETRO AGRELA COMERCIO DE COMBUSTIVEIS LDA,V/ Factura S no. F1140-23C/310 de 31.05.2024,62421413.0,Gasóleo  Pessado Mercadorias MN Tx Normal,V/ Nota de Crédito,503566454,PT,Compras OBS,0
PETRO AGRELA COMERCIO DE COMBUSTIVEIS LDA,V/ Factura S no. F1140-23C1/271 de 31.03.2024,62421413.0,Gasóleo  Pessado Mercadorias MN Tx Normal,V/ Nota de Crédito,503566454,PT,Compras OBS,0
PETRO AGRELA COMERCIO DE COMBUSTIVEIS LDA,V/ Factura S no. F1140-23C/310 de 31.05.2024,62421413.0,Gasóleo  Pessado Mercadorias MN Tx Normal,V/ Nota de Crédito,503566454,PT,Compras OBS,0
PETRO AGRELA COMERCIO DE COMBUSTIVEIS LDA,V/ Factura S no. F1140-23C1/271 de 31.03.2024,62421413.0,Gasóleo  Pessado Mercadorias MN Tx Normal,V/ Nota de Crédito,503566454,PT,Compras OBS,0
PETRO AGRELA COMERCIO DE COMBUSTIVEIS LDA,V/ Factura S no. F1140-23C/310 de 31.05.2024,62421413.0,Gasóleo  Pessado Mercadorias MN Tx Normal,V/ Nota de Crédito,503566454,PT,Compras OBS,0
"ALIVANA-TÊXTEIS, LDA",Confecções,621213.0,Sub Confecção - MN Tx Normal,V/ Nota de Crédito,507738390,PT,Compras,0
PETRO AGRELA COMERCIO DE COMBUSTIVEIS LDA,V/ Factura S no. F1140-23C1/271 de 31.03.2024,62421413.0,Gasóleo  Pessado Mercadorias MN Tx Normal,V/ Nota de Crédito,503566454,PT,Compras OBS,0
PETRO AGRELA COMERCIO DE COMBUSTIVEIS LDA,V/ Factura S no. F1140-23C/310 de 31.05.2024,62421413.0,Gasóleo  Pessado Mercadorias MN Tx Normal,V/ Nota de Crédito,503566454,PT,Compras OBS,0
PAULO SERGIO & FERNANDA LDA - RESTAURANTE RÚSTICO,Deslocações e estadas - Iva não ded. - refeições,6251217.0,Restauração MN Não Ded Tx Reduzida,V/ Factura S,505984652,PT,Compras OBS,0
"JORACARSIL-INDUSTRIA DE PASSAMANARIAS, LDA.",APLICAÇÃO 1 PONTEIRA DE PLASTICO,312213.0,MS MN Tx Normal,V/ Factura,501836403,PT,Compras,0
"ANTONIO PINHEIRO DIAS CURVAO, LDA.",Gasoleo Lig Mercadorias,62421115.0,Gasóleo L Merc MN Não Ded Tx Normal 50%,V/ Factura S,503883387,PT,Compras OBS,0
JAFPLUS LDA,Electricidade - Iva Dedutivel ou Isento,624111.0,Eletricidade MN Tx Reduzida,V/ Factura S,513497706,PT,Compras OBS,0
"ANTONIO PINHEIRO DIAS CURVAO, LDA.",Gasoleo Lig Mercadorias,62421115.0,Gasóleo L Merc MN Não Ded Tx Normal 50%,V/ Factura S,503883387,PT,Compras OBS,0
VILCOTEX TEXTEIS UNIPESSOAL LDA,Embalagens,621613.0,Sub Embal MN Tx Normal,V/ Factura,514584696,PT,Compras,0
ALVES BANDEIRA & CA S.A.,Gasóleo- Lig Passageiros,62421115.0,Gasóleo L Merc MN Não Ded Tx Normal 50%,V/ Factura S,500433402,PT,Compras OBS,0
RIBALTAFELIZ - UNIPESSOAL LDA,Deslocações e estadas - Iva não ded. - refeições,6251219.0,Restauração MN Não Ded Tx Intermédia,V/ Factura S,510418198,PT,Compras OBS,0
ALVES BANDEIRA & CA S.A.,Gasoleo Lig Mercadorias,62421115.0,Gasóleo L Merc MN Não Ded Tx Normal 50%,V/ Factura S,500433402,PT,Compras OBS,0
"ANTONIO PINHEIRO DIAS CURVAO, LDA.",Gasoleo Lig Mercadorias,62421115.0,Gasóleo L Merc MN Não Ded Tx Normal 50%,V/ Factura S,503883387,PT,Compras OBS,0
PAULO SERGIO & FERNANDA LDA - RESTAURANTE RÚSTICO,Deslocações e estadas - Iva não ded. - refeições,6251215.0,Restauração MN Não Ded Tx Normal,V/ Factura S,505984652,PT,Compras OBS,0
M. J. VENDEIRO S.A.,Gasolina Lig Pass,62421115.0,Gasóleo L Merc MN Não Ded Tx Normal 50%,V/ Factura S,502964014,PT,Compras OBS,0
M. J. VENDEIRO S.A.,Gasoleo Lig Mercadorias,62421115.0,Gasóleo L Merc MN Não Ded Tx Normal 50%,V/ Factura S,502964014,PT,Compras OBS,0
Fornecedor Compras a Dinheiro MN,Deslocações e estadas - Iva não ded. - refeições,6251219.0,Restauração MN Não Ded Tx Intermédia,V/ Vd. Dinheiro,502363509,PT,Caixa,0
Fornecedor Compras a Dinheiro MN,Comunicação Correios -  Iva Dedutivel,6262314.0,Correio MN Isento,V/ Vd. Dinheiro,500077568,PT,Caixa,0
ALVES BANDEIRA & CA S.A.,Gasoleo Lig Mercadorias,62421115.0,Gasóleo L Merc MN Não Ded Tx Normal 50%,V/ Factura S,500433402,PT,Compras OBS,0
"CORREIA & CARDOSO, LDA.",Ferramentas e utensílios - Iva ded.,6231113.0,Ferra e Utens MN Tx Normal,V/ Factura S,500077029,PT,Compras OBS,0
M. J. VENDEIRO S.A.,Gasolina Lig Pass,62421115.0,Gasóleo L Merc MN Não Ded Tx Normal 50%,V/ Factura S,502964014,PT,Compras OBS,0
ALVES BANDEIRA & CA S.A.,Gasoleo Lig Mercadorias,62421215.0,Gasóleo L Pass MN Não Ded Tx Normal 50%,V/ Factura S,500433402,PT,Compras OBS,0
ALVES BANDEIRA & CA S.A.,Gasoleo Lig Mercadorias,62421115.0,Gasóleo L Merc MN Não Ded Tx Normal 50%,V/ Factura S,500433402,PT,Compras OBS,0
ALVES BANDEIRA & CA S.A.,Gasoleo Lig Mercadorias,62421115.0,Gasóleo L Merc MN Não Ded Tx Normal 50%,V/ Factura S,500433402,PT,Compras OBS,0
M. J. VENDEIRO S.A.,Gasolina Lig Pass,62421115.0,Gasóleo L Merc MN Não Ded Tx Normal 50%,V/ Factura S,502964014,PT,Compras OBS,0
ALVES BANDEIRA & CA S.A.,Gasóleo- Lig Passageiros,62421115.0,Gasóleo L Merc MN Não Ded Tx Normal 50%,V/ Factura S,500433402,PT,Compras OBS,0
PRINTEXPO UNIPESSOAL LDA,Fotocópias MN Tx Normal,6233414.0,Fotocopias MN Isento,V/ Factura S,514580453,PT,Compras OBS,0
"ANTONIO PINHEIRO DIAS CURVAO, LDA.",Gasoleo Lig Mercadorias,62421115.0,Gasóleo L Merc MN Não Ded Tx Normal 50%,V/ Factura S,503883387,PT,Compras OBS,0
M. J. VENDEIRO S.A.,Gasolina Lig Pass,62421115.0,Gasóleo L Merc MN Não Ded Tx Normal 50%,V/ Factura S,502964014,PT,Compras OBS,0
"ANTONIO PINHEIRO DIAS CURVAO, LDA.",Gasoleo Lig Mercadorias,62421115.0,Gasóleo L Merc MN Não Ded Tx Normal 50%,V/ Factura S,503883387,PT,Compras OBS,0
"ANTONIO PINHEIRO DIAS CURVAO, LDA.",Gasoleo Lig Mercadorias,62421115.0,Gasóleo L Merc MN Não Ded Tx Normal 50%,V/ Factura S,503883387,PT,Compras OBS,0
"ANTONIO PINHEIRO DIAS CURVAO, LDA.",Gasoleo Lig Mercadorias,62421115.0,Gasóleo L Merc MN Não Ded Tx Normal 50%,V/ Factura S,503883387,PT,Compras OBS,0
ALVES BANDEIRA & CA S.A.,Gasóleo Lig Merc,62421115.0,Gasóleo L Merc MN Não Ded Tx Normal 50%,V/ Factura S,500433402,PT,Compras OBS,0
ALVES BANDEIRA & CA S.A.,Gasoleo Lig Mercadorias,62421115.0,Gasóleo L Merc MN Não Ded Tx Normal 50%,V/ Factura S,500433402,PT,Compras OBS,0
"ANTONIO PINHEIRO DIAS CURVAO, LDA.",Gasoleo Lig Mercadorias,62421115.0,Gasóleo L Merc MN Não Ded Tx Normal 50%,V/ Factura S,503883387,PT,Compras OBS,0
ALVES BANDEIRA & CA S.A.,Gasóleo- Lig Passageiros,62421115.0,Gasóleo L Merc MN Não Ded Tx Normal 50%,V/ Factura S,500433402,PT,Compras OBS,0
ALVES BANDEIRA & CA S.A.,Gasoleo Lig Mercadorias,62421115.0,Gasóleo L Merc MN Não Ded Tx Normal 50%,V/ Factura S,500433402,PT,Compras OBS,0
ALVES BANDEIRA & CA S.A.,Gasóleo- Lig Passageiros,62421115.0,Gasóleo L Merc MN Não Ded Tx Normal 50%,V/ Factura S,500433402,PT,Compras OBS,0
ALVES BANDEIRA & CA S.A.,Gasóleo- Lig Passageiros,62421115.0,Gasóleo L Merc MN Não Ded Tx Normal 50%,V/ Factura S,500433402,PT,Compras OBS,0
ALVES BANDEIRA & CA S.A.,Gasóleo Lig Merc,62421115.0,Gasóleo L Merc MN Não Ded Tx Normal 50%,V/ Factura S,500433402,PT,Compras OBS,0
ALVES BANDEIRA & CA S.A.,Gasoleo Lig Mercadorias,62421215.0,Gasóleo L Pass MN Não Ded Tx Normal 50%,V/ Factura S,500433402,PT,Compras OBS,0
"DHL EXPRESS PORTUGAL, LDA.",Direitos,3128214.0,Cust Adic MP MN Isento,V/ Factura S,500731993,PT,Compras OBS,0
ALVES BANDEIRA & CA S.A.,Gasóleo- Lig Passageiros,62421115.0,Gasóleo L Merc MN Não Ded Tx Normal 50%,V/ Factura S,500433402,PT,Compras OBS,0
ALVES BANDEIRA & CA S.A.,Gasóleo- Lig Passageiros,62421115.0,Gasóleo L Merc MN Não Ded Tx Normal 50%,V/ Factura S,500433402,PT,Compras OBS,0
ALVES BANDEIRA & CA S.A.,Gasóleo Lig Merc,62421115.0,Gasóleo L Merc MN Não Ded Tx Normal 50%,V/ Factura S,500433402,PT,Compras OBS,0
ALVES BANDEIRA & CA S.A.,Gasóleo Lig Merc,62421215.0,Gasóleo L Pass MN Não Ded Tx Normal 50%,V/ Factura S,500433402,PT,Compras OBS,0
ALVES BANDEIRA & CA S.A.,Gasóleo Lig Merc,62421115.0,Gasóleo L Merc MN Não Ded Tx Normal 50%,V/ Factura S,500433402,PT,Compras OBS,0
ALVES BANDEIRA & CA S.A.,Gasóleo- Lig Passageiros,62421115.0,Gasóleo L Merc MN Não Ded Tx Normal 50%,V/ Factura S,500433402,PT,Compras OBS,0
"ANTONIO PINHEIRO DIAS CURVAO, LDA.",Gasoleo Lig Mercadorias,62421113.0,Gasóleo L Merc MN Base,V/ Factura S,503883387,PT,Compras OBS,0
ALVES BANDEIRA & CA S.A.,Gasóleo- Lig Passageiros,62421115.0,Gasóleo L Merc MN Não Ded Tx Normal 50%,V/ Factura S,500433402,PT,Compras OBS,0
ALVES BANDEIRA & CA S.A.,Gasóleo- Lig Passageiros,62421115.0,Gasóleo L Merc MN Não Ded Tx Normal 50%,V/ Factura S,500433402,PT,Compras OBS,0
ALVES BANDEIRA & CA S.A.,Gasóleo Lig Merc,62421115.0,Gasóleo L Merc MN Não Ded Tx Normal 50%,V/ Factura S,500433402,PT,Compras OBS,0
ALVES BANDEIRA & CA S.A.,Gasóleo- Lig Passageiros,62421215.0,Gasóleo L Pass MN Não Ded Tx Normal 50%,V/ Factura S,500433402,PT,Compras OBS,0
ALVES BANDEIRA & CA S.A.,Gasóleo Lig Merc,62421115.0,Gasóleo L Merc MN Não Ded Tx Normal 50%,V/ Factura S,500433402,PT,Compras OBS,0
ALVES BANDEIRA & CA S.A.,Gasoleo Lig Mercadorias,62421115.0,Gasóleo L Merc MN Não Ded Tx Normal 50%,V/ Factura S,500433402,PT,Compras OBS,0
ALVES BANDEIRA & CA S.A.,Gasoleo Lig Mercadorias,62421115.0,Gasóleo L Merc MN Não Ded Tx Normal 50%,V/ Factura S,500433402,PT,Compras OBS,0
ALVES BANDEIRA & CA S.A.,Gasóleo Lig Merc,62421115.0,Gasóleo L Merc MN Não Ded Tx Normal 50%,V/ Factura S,500433402,PT,Compras OBS,0
ALVES BANDEIRA & CA S.A.,Gasóleo Lig Merc,62421115.0,Gasóleo L Merc MN Não Ded Tx Normal 50%,V/ Factura S,500433402,PT,Compras OBS,0
ALVES BANDEIRA & CA S.A.,Gasóleo- Lig Passageiros,62421115.0,Gasóleo L Merc MN Não Ded Tx Normal 50%,V/ Factura S,500433402,PT,Compras OBS,0
ALVES BANDEIRA & CA S.A.,Gasóleo- Lig Passageiros,62421215.0,Gasóleo L Pass MN Não Ded Tx Normal 50%,V/ Factura S,500433402,PT,Compras OBS,0
ALVES BANDEIRA & CA S.A.,Gasóleo- Lig Passageiros,62421215.0,Gasóleo L Pass MN Não Ded Tx Normal 50%,V/ Factura S,500433402,PT,Compras OBS,0
M. J. VENDEIRO S.A.,Gasolina Lig Pass,62422215.0,Gasolina L Pass MN Não Ded Tx Normal,V/ Factura S,502964014,PT,Compras OBS,0
ALVES BANDEIRA & CA S.A.,Gasóleo Lig Merc,62421115.0,Gasóleo L Merc MN Não Ded Tx Normal 50%,V/ Factura S,500433402,PT,Compras OBS,0
ALVES BANDEIRA & CA S.A.,Gasóleo Lig Merc,62421115.0,Gasóleo L Merc MN Não Ded Tx Normal 50%,V/ Factura S,500433402,PT,Compras OBS,0
"ANTONIO PINHEIRO DIAS CURVAO, LDA.",Gasoleo Lig Mercadorias,62421113.0,Gasóleo L Merc MN Base,V/ Factura S,503883387,PT,Compras OBS,0
PAULO SERGIO & FERNANDA LDA - RESTAURANTE RÚSTICO,Deslocações e estadas - Iva não ded. - refeições,6251219.0,Restauração MN Não Ded Tx Intermédia,V/ Factura S,505984652,PT,Compras OBS,0
ALVES BANDEIRA & CA S.A.,Gasóleo- Lig Passageiros,62421113.0,Gasóleo L Merc MN Base,V/ Factura S,500433402,PT,Compras OBS,0
"MEO - SERVIÇOS DE COMUNICAÇOES E MULTIMEDIA, SA.",Comunicação Telefone -  Iva Dedutivel,6262113.0,Telefone MN - Tx Normal,V/ Factura S,504615947,PT,Compras OBS,0
RIBALTAFELIZ - UNIPESSOAL LDA,Deslocações e estadas - Iva não ded. - refeições,6251216.0,Restauração MN Não Ded Base,V/ Factura S,510418198,PT,Compras OBS,0
ALVES BANDEIRA & CA S.A.,Gasóleo- Lig Passageiros,62421115.0,Gasóleo L Merc MN Não Ded Tx Normal 50%,V/ Factura S,500433402,PT,Compras OBS,0
"MEO - SERVIÇOS DE COMUNICAÇOES E MULTIMEDIA, SA.",Comunicação Telefone -  Iva Dedutivel,6262113.0,Telefone MN - Tx Normal,V/ Factura S,504615947,PT,Compras OBS,0
ALVES BANDEIRA & CA S.A.,Gasoleo Lig Mercadorias,62421113.0,Gasóleo L Merc MN Base,V/ Factura S,500433402,PT,Compras OBS,0
"ANTONIO PINHEIRO DIAS CURVAO, LDA.",Gasoleo Lig Mercadorias,62421113.0,Gasóleo L Merc MN Base,V/ Factura S,503883387,PT,Compras OBS,0
ALVES BANDEIRA & CA S.A.,Gasóleo Lig Merc,62421115.0,Gasóleo L Merc MN Não Ded Tx Normal 50%,V/ Factura S,500433402,PT,Compras OBS,0
ALVES BANDEIRA & CA S.A.,Gasóleo Lig Merc,62421115.0,Gasóleo L Merc MN Não Ded Tx Normal 50%,V/ Factura S,500433402,PT,Compras OBS,0
M. J. VENDEIRO S.A.,Gasolina Lig Pass,62421113.0,Gasóleo L Merc MN Base,V/ Factura S,502964014,PT,Compras OBS,0
"DHL EXPRESS PORTUGAL, LDA.",Direitos,3128213.0,Cust Adic MP MN Tx Normal,V/ Factura S,500731993,PT,Compras OBS,0
Fornecedor Compras a Dinheiro MN,Deslocações e estadas - Iva não ded. - refeições,6251216.0,Restauração MN Não Ded Base,V/ Vd. Dinheiro,502363509,PT,Caixa,0
M. J. VENDEIRO S.A.,Gasoleo Lig Mercadorias,62421113.0,Gasóleo L Merc MN Base,V/ Factura S,502964014,PT,Compras OBS,0
PETRO AGRELA COMERCIO DE COMBUSTIVEIS LDA,Gasóleo para Pesados de Mercadorias 100% Ded.,62264313.0,Cons Veic. Pes Mercadorias MN Tx Normal,V/ Factura S,503566454,PT,Compras OBS,0
ALVES BANDEIRA & CA S.A.,Gasoleo Lig Mercadorias,62421113.0,Gasóleo L Merc MN Base,V/ Factura S,500433402,PT,Compras OBS,0
M. J. VENDEIRO S.A.,Gasolina Lig Pass,62421113.0,Gasóleo L Merc MN Base,V/ Factura S,502964014,PT,Compras OBS,0
"MEO - SERVIÇOS DE COMUNICAÇOES E MULTIMEDIA, SA.",Comunicação Telefone -  Iva Dedutivel,6262213.0,Internet MN Tx Normal,V/ Factura S,504615947,PT,Compras OBS,0
PRINTEXPO UNIPESSOAL LDA,Fotocópias MN Tx Normal,6233413.0,Fotocopias MN TX Normal,V/ Factura S,514580453,PT,Compras OBS,0
ALVES BANDEIRA & CA S.A.,Gasoleo Lig Mercadorias,62421113.0,Gasóleo L Merc MN Base,V/ Factura S,500433402,PT,Compras OBS,0
ALVES BANDEIRA & CA S.A.,Gasoleo Lig Mercadorias,62421213.0,Gasóleo L Pass MN Base,V/ Factura S,500433402,PT,Compras OBS,0
